domain,DNSFilter,Umbrella,UmbrellaFamily,Cloudflare,CloudflareGateway,CloudflareFamilies,Google,Quad9,NextDNS,Adguard
bayt-properties.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bazarche24.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bbjugueteria.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bceysigorta.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bcutiepie.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bdsm-academy.com,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
beanssur.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beauty-fullbox.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bedianmotor.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bedroomcritic.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beespeedy.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
begumazing.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
behcosanat.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
behfarmer.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beicapellipdx.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bellaechicc.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bellameshell.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bellevueairductcleaning.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
belt2008.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beluxuryre.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
benchpressadvantage.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
benjw.net,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
benniepeters.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bepdaiduong.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bestbusinesssoftware.net,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bestclothingoffers.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bestintickets.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bestofblood.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bestonlinepharm.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bestpopping.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bestshoppingonus.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
betabangladesh.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
betathermeg.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bettyasha.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beutify.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
beyoote.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bezlive.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bfguidetoeverything.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bharatenterprise.net,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bharattimeslive.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bhimsecurity.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bhoroshasthol.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bhubaneswarambulance.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bhuiyanmart.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bhumidigitalphoto.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bienesraicesvictoria.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
biengrandir37.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bientanlenze.com,allowed,blocked,blocked,allowed,allowed,blocked,allowed,blocked,blocked,blocked
bifangting.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bignorthbarbell.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
biketourshanoi.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
billaccountant.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
biocodax.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
biopharmsus.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
biovaas.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bitbuddybtc.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bitcoinpricealertexpert.com,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
bitstechnolabs.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
biyunhui.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bizi-ss.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
biznetvgator.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bjtechnologies.net,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
blacklifestyle.net,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
blackos.net,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
blamdigital.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
blesblochem.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
blogkarir.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
blschain.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
blueboxxinterior.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bluecheats.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
blueclutch.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bluewindservice.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
blulinknetwork.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bmg-thailand.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bmmotorspares.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bnicl.net,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bnkstore.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bobbitopedia.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bobmaritime.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
boholnaldixtours.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
boiseconcretecontractors.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bokslink.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bolanenkee.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
boldreflectionsmn.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bolsaooma.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bonaccount.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bonnyprint.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bookmeguide.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
boomarketer.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
boomenergyng.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bootiky.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bor-demir.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
borneofoodie.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
borsontech.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bosspattaya.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bostonseafarms.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bostrowala.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
botsalesforce.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
botsking.net,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bourbonature.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
box-cloud.net,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
boxun360.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
boxyfy.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
braecarautos.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brahmanakarya.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brahmanbariatribune.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
braintrainersuk.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bramastudio.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brandbuilderglobal.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brandsofzambia.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
breathtakerstours.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
breccioneserrande.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brelaxmassage.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bricorate.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brightervisionsites30.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brightkidsformula.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brightpathimmigration.com,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
brijfolk.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bringloverback.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brittany-crepesandgalettes.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brkglobalsolutions.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
broadpeakdefense.com,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
brooklynlilly.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brotherspromotions.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
brown-about-town.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bstarking.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
btccryptochain.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bthsp.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bubushkalioua.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bugandbeantoys.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
buildbybuild.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
buildentconstructions.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
buildingsandpools.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bulbulstore.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bulltoolsbt.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bullylifemag.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bumashana.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bundleddeal.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bungkoos.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
bunifood.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
burgerexpressindia.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
bursaguzelevdeneve.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
business360news.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
businessfixnow.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
buthagnere.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
buydirectonline247.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
buzznino.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
buzztinker.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
byxxyz.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
cabinets46.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
cacatbalas.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
cafeonelove.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
caferestaurantnador.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
cagrario.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
caimancafe.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
caklas.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
calamusonline.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
calgarymagicshop.com,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked,blocked
calhandispoliklinigi.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
calirenacio.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
cambalacheando.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
camelliia.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
camfriendly.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
camilastexmex.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
camille-daher.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
camraiz.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
canadabestonline.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
candsengg.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
canoninstant.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
caplem.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
capoeiraventrelivre.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
capstone-investing.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
captinads.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
caraccessonriesr9.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
carbonquotes.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
careervsjob.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
carnivalnations.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
cartswell.com,allowed,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
casadealdeaaraceli.com,blocked,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
casalindamw.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
casasdaclea.com,allowed,blocked,blocked,allowed,allowed,allowed,allowed,blocked,blocked,blocked
casineuros.com,blocked,blocked,blocked,allowed,blocked,blocked,allowed,blocked,blocked,blocked
